Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.767658 -0.0509915 0.0617725 0.635835	0.715419 -0.0541076 0.0592249 0.694076	0.695998 -0.0528078 0.0566766 0.713853	0.685431 -0.00608086 0.0124525 0.728005	0.688267 0.00104121 -0.00533189 0.725437	0.74939 -0.0348146 -0.0390296 0.660061	0.835405 0.0012955 -0.114024 0.537676	0.724317 0.165602 0.333373 0.580347	0.917842 -0.0916792 0.0799946 0.377838	0.922396 0.00498432 0.0399696 0.38414	0.8322 0.0926102 0.346556 0.422805	0.675933 -0.270784 -0.269947 0.630015	0.910443 0.0719922 -0.0804061 0.399307	0.91231 0.0421741 -0.0673021 0.401724	0.841364 -0.0500241 -0.291454 0.452392	0.679842 -0.0474955 0.0843014 0.726947	0.653999 -0.0504151 0.0825885 0.750282	0.683112 0.013557 0.0555268 0.728074	0.654483 0.0107079 0.0025358 0.755996	0.663049 0.0107361 0.00241371 0.748495	0.696681 0.0725525 -0.0484613 0.712056	
0.767526 -0.0494681 0.0600182 0.636282	0.715697 -0.0524703 0.0577605 0.694038	0.69651 -0.0510288 0.0554231 0.713581	0.685273 -0.00534692 0.0121723 0.728165	0.687955 0.00159597 -0.00537928 0.725732	0.749364 -0.0351646 -0.0390655 0.660069	0.835558 0.00124405 -0.114206 0.5374	0.723903 0.165441 0.333192 0.581014	0.917527 -0.0918839 0.0805786 0.378428	0.922102 0.00519563 0.0403017 0.384807	0.83152 0.0927065 0.346773 0.423945	0.675503 -0.270453 -0.269548 0.630789	0.910056 0.0725908 -0.0800415 0.400152	0.911929 0.0430915 -0.0670454 0.402534	0.841241 -0.0479041 -0.289823 0.453895	0.678778 -0.0480676 0.0848623 0.727838	0.65435 -0.0508464 0.0832271 0.749876	0.682914 0.0134842 0.0557673 0.728242	0.653238 0.0125561 0.000679241 0.757048	0.664226 0.0125646 0.000495764 0.747426	0.696767 0.0726229 -0.0486073 0.711955	
0.767393 -0.0477977 0.0582306 0.636736	0.715927 -0.0507735 0.056173 0.694057	0.696927 -0.0491659 0.0540456 0.71341	0.685128 -0.00445059 0.0117948 0.728313	0.687679 0.00233462 -0.00555252 0.725989	0.749211 -0.0356562 -0.0393054 0.660202	0.835695 0.00135194 -0.1142 0.537187	0.72378 0.165233 0.333091 0.581284	0.917598 -0.0920897 0.0812037 0.378074	0.922189 0.00583672 0.0406112 0.384557	0.832065 0.0926579 0.346115 0.423422	0.675107 -0.270338 -0.269055 0.631472	0.909521 0.0732658 -0.0795878 0.401334	0.911407 0.0439728 -0.0666376 0.403686	0.842032 -0.0478748 -0.288037 0.453568	0.677502 -0.0484684 0.0852269 0.728957	0.654842 -0.0510576 0.0837014 0.749379	0.682844 0.0136926 0.0557123 0.728308	0.652052 0.0131912 0.000107612 0.75806	0.665377 0.0131911 -0.000126052 0.746391	0.696743 0.0719658 -0.049004 0.712017	
0.767412 -0.0462626 0.0563958 0.636991	0.716129 -0.0491681 0.0545788 0.694091	0.697176 -0.0474118 0.0526307 0.713392	0.68503 -0.00343339 0.0112512 0.72842	0.687488 0.00312991 -0.00593466 0.726165	0.749004 -0.0359211 -0.0398081 0.660393	0.835818 0.00166247 -0.114168 0.537002	0.724068 0.165195 0.33312 0.58092	0.918084 -0.092144 0.0816375 0.376785	0.922673 0.00647775 0.0409119 0.383351	0.833261 0.0926194 0.345801 0.42133	0.675007 -0.270259 -0.268231 0.631964	0.909192 0.0738881 -0.0790651 0.402068	0.911102 0.0445276 -0.066057 0.404409	0.842369 -0.0471313 -0.286365 0.45408	0.675887 -0.0483431 0.0849076 0.7305	0.655718 -0.0506402 0.0835579 0.748657	0.682984 0.0139218 0.0556749 0.728175	0.650934 0.0134013 -3.8495e-05 0.759016	0.666453 0.0133977 -0.000314932 0.745427	0.696852 0.0720381 -0.0488935 0.711911	
0.767478 -0.0447849 0.0549063 0.637148	0.71619 -0.0476846 0.0531998 0.694239	0.697184 -0.0458572 0.0513444 0.713579	0.684962 -0.00249394 0.0108096 0.728494	0.687391 0.00394867 -0.00620862 0.72625	0.748725 -0.0361893 -0.0402413 0.660668	0.835906 0.00180374 -0.114404 0.536814	0.724354 0.165081 0.333267 0.580511	0.918546 -0.0920271 0.0817801 0.375655	0.92312 0.00671217 0.041146 0.382246	0.833919 0.0925651 0.346253 0.419666	0.674726 -0.269951 -0.268044 0.632473	0.909086 0.0744256 -0.0783276 0.402354	0.911025 0.0448298 -0.0652048 0.404688	0.842989 -0.04673 -0.284198 0.454331	0.67388 -0.0486932 0.0849834 0.73232	0.656986 -0.0506206 0.0838496 0.747513	0.683247 0.0139359 0.0554354 0.727947	0.649848 0.0137194 -0.000334267 0.759941	0.667434 0.0137078 -0.000654875 0.744542	0.697186 0.0726144 -0.0487291 0.711537	
0.767615 -0.0435645 0.053702 0.63717	0.716396 -0.0464201 0.0520642 0.694198	0.697434 -0.0445235 0.0502975 0.713494	0.68495 -0.00177527 0.0105039 0.728512	0.687271 0.00447874 -0.00636958 0.726359	0.7483 -0.0363779 -0.0405444 0.66112	0.835861 0.00170543 -0.114773 0.536806	0.724383 0.165267 0.333246 0.580434	0.918711 -0.0918235 0.0817253 0.375312	0.923265 0.00657808 0.0412746 0.381883	0.833685 0.0924105 0.347151 0.419423	0.674313 -0.269525 -0.268027 0.633104	0.908739 0.0747104 -0.0773242 0.403277	0.91069 0.0450804 -0.0641517 0.405581	0.843351 -0.0464012 -0.281774 0.455202	0.671781 -0.0488315 0.0848146 0.734257	0.658409 -0.0503554 0.0839188 0.74627	0.683397 0.0138551 0.0553343 0.727815	0.648771 0.0143132 -0.000985286 0.760848	0.668298 0.0142829 -0.00135641 0.743755	0.697357 0.0725543 -0.0485882 0.711384	
0.767762 -0.0425296 0.0530601 0.637116	0.71666 -0.0455086 0.051325 0.694041	0.69782 -0.043614 0.0495773 0.713223	0.684988 -0.0013734 0.0103197 0.72848	0.687166 0.00480005 -0.00645596 0.726456	0.747846 -0.0365306 -0.0405692 0.661623	0.835699 0.00154646 -0.115057 0.536998	0.724173 0.165471 0.33314 0.580698	0.918671 -0.0915851 0.0816107 0.375494	0.923203 0.00632511 0.0413423 0.38203	0.833091 0.0921284 0.347855 0.420082	0.674069 -0.269121 -0.268224 0.633451	0.908225 0.0748784 -0.076186 0.404619	0.91018 0.0452841 -0.0629788 0.406884	0.843049 -0.0462971 -0.280648 0.456467	0.669454 -0.0493733 0.0849715 0.736324	0.660065 -0.0504466 0.0843387 0.744752	0.683591 0.0133728 0.0550119 0.727666	0.647546 0.0145724 -0.00127278 0.761886	0.669191 0.0145298 -0.00169139 0.742946	0.697584 0.0724384 -0.0487039 0.711166	
0.767893 -0.0419591 0.0527915 0.637019	0.716924 -0.0451127 0.0508934 0.693826	0.698194 -0.0432536 0.0491321 0.712909	0.685085 -0.00122672 0.0102452 0.72839	0.687135 0.00494679 -0.00641106 0.726484	0.747606 -0.0366765 -0.0404411 0.661895	0.835298 0.00122809 -0.115293 0.537572	0.723991 0.165527 0.333069 0.58095	0.918697 -0.0913821 0.0814214 0.375522	0.92321 0.00611549 0.0413225 0.382019	0.832811 0.092044 0.348602 0.420037	0.674174 -0.268761 -0.268222 0.633494	0.907919 0.0751184 -0.0752994 0.405425	0.909911 0.0449824 -0.0618195 0.407698	0.842563 -0.045588 -0.279293 0.458262	0.666923 -0.0500577 0.0852796 0.738536	0.661998 -0.0506236 0.0849449 0.742954	0.683685 0.0130862 0.0550715 0.727579	0.646208 0.0144967 -0.00124896 0.763022	0.670033 0.0144499 -0.00170714 0.742188	0.697793 0.072429 -0.0485737 0.710971	
0.767998 -0.0418221 0.0528538 0.636897	0.717251 -0.0451663 0.0507599 0.693494	0.69863 -0.0433349 0.0489447 0.712491	0.685259 -0.00111289 0.0101119 0.728228	0.687208 0.00507826 -0.00652978 0.726414	0.747363 -0.0365838 -0.0405015 0.66217	0.83475 0.00116765 -0.115455 0.538387	0.724112 0.165581 0.332999 0.580824	0.919094 -0.0911833 0.0810924 0.374667	0.923586 0.00605445 0.0412097 0.381121	0.833417 0.0923719 0.349366 0.418124	0.674063 -0.268394 -0.268053 0.633839	0.908108 0.0754968 -0.0746959 0.405043	0.910156 0.0444642 -0.0608306 0.407356	0.843196 -0.0463827 -0.278374 0.457578	0.664241 -0.0508169 0.0857663 0.740841	0.664009 -0.0508438 0.0857504 0.741049	0.683866 0.0128976 0.0546955 0.72744	0.644779 0.0143243 -0.00126391 0.764234	0.670819 0.014272 -0.00175847 0.741481	0.697946 0.0723394 -0.0481856 0.710857	
0.767889 -0.0419001 0.0533181 0.636984	0.717475 -0.0455354 0.0509873 0.693222	0.698988 -0.0437481 0.0490954 0.712104	0.685503 -0.00119679 0.010069 0.727999	0.687391 0.00501176 -0.00659355 0.72624	0.747158 -0.0364374 -0.0407055 0.662398	0.834104 0.00123774 -0.115599 0.539356	0.72451 0.165475 0.333016 0.580348	0.919723 -0.0910111 0.0806183 0.373265	0.924196 0.00602902 0.0409938 0.379665	0.834582 0.0929417 0.349838 0.415269	0.674466 -0.268185 -0.267819 0.633597	0.908435 0.0758791 -0.0741128 0.404346	0.910527 0.0441811 -0.0599795 0.406683	0.844213 -0.0483815 -0.278543 0.455387	0.661669 -0.0512562 0.0859228 0.743091	0.666052 -0.0507473 0.0862244 0.739165	0.684135 0.0126116 0.0540483 0.727241	0.643312 0.0134838 -0.000526789 0.765485	0.671622 0.0134545 -0.00103309 0.740771	0.698214 0.0726183 -0.0478512 0.710588	
0.767494 -0.0423778 0.0540971 0.637362	0.717582 -0.0461208 0.0515625 0.69303	0.699289 -0.0444154 0.049551 0.711735	0.685727 -0.00154751 0.0102581 0.727785	0.687587 0.00473103 -0.00644209 0.726058	0.747198 -0.036354 -0.0406109 0.662363	0.833535 0.00116768 -0.115826 0.540187	0.724892 0.16505 0.333016 0.579992	0.919991 -0.0909849 0.0801557 0.372711	0.92446 0.00587342 0.0406779 0.379056	0.834359 0.092295 0.350273 0.415496	0.674882 -0.267851 -0.26778 0.633312	0.908496 0.076173 -0.0735492 0.404256	0.910619 0.0440426 -0.0592274 0.406602	0.844346 -0.048965 -0.27822 0.455275	0.659268 -0.0511532 0.0854107 0.745287	0.668166 -0.0501244 0.0860185 0.737321	0.684436 0.012041 0.0534155 0.727014	0.641846 0.0121774 0.000626532 0.766737	0.672462 0.0121928 0.00013136 0.740031	0.698434 0.0729911 -0.0471788 0.710377	
0.76685 -0.0430219 0.0552906 0.637991	0.717598 -0.0469087 0.0524431 0.692895	0.699578 -0.045323 0.0502768 0.711343	0.685888 -0.00219225 0.0106732 0.727625	0.687701 0.00415146 -0.00610957 0.725956	0.747241 -0.0366498 -0.0403596 0.662313	0.833143 0.00121276 -0.115781 0.540801	0.725069 0.164483 0.333093 0.579887	0.920014 -0.091148 0.0796981 0.372713	0.9245 0.00575528 0.0402055 0.379013	0.834195 0.092001 0.350565 0.415643	0.675577 -0.267619 -0.267642 0.632727	0.908411 0.0764039 -0.0731581 0.404475	0.910557 0.0439696 -0.0586917 0.406826	0.843646 -0.048948 -0.278397 0.456465	0.657288 -0.0509477 0.0847035 0.747129	0.670106 -0.0494757 0.0855717 0.735654	0.684595 0.0114179 0.0531652 0.726892	0.640385 0.0100872 0.00263296 0.767983	0.673446 0.010193 0.00218809 0.739163	0.698621 0.0732558 -0.0466906 0.710198	
0.766217 -0.0438448 0.0569333 0.638551	0.717693 -0.0480434 0.0536448 0.692626	0.700031 -0.0466195 0.0512923 0.71074	0.68598 -0.00308937 0.0112869 0.727527	0.687667 0.00329609 -0.00555444 0.725998	0.747154 -0.0370372 -0.0399822 0.662413	0.83284 0.00120807 -0.115556 0.541316	0.725105 0.163996 0.333174 0.579934	0.920045 -0.0915724 0.0793478 0.372606	0.924574 0.00567365 0.0397303 0.378883	0.834034 0.0922746 0.350286 0.41614	0.676357 -0.267801 -0.267177 0.632013	0.908578 0.0766222 -0.073203 0.40405	0.910757 0.0436519 -0.0585151 0.406437	0.843533 -0.0481461 -0.278026 0.456985	0.655498 -0.0512264 0.0845419 0.748699	0.671923 -0.049341 0.085656 0.733994	0.684712 0.0107432 0.052888 0.726813	0.638931 0.00707005 0.00563374 0.769211	0.674306 0.0073265 0.00529594 0.738397	0.698823 0.0728549 -0.0466791 0.710042	
0.766173 -0.0454673 0.0586679 0.638334	0.717827 -0.049605 0.0551524 0.692258	0.700205 -0.0483498 0.0526125 0.710357	0.686003 -0.00427547 0.0118631 0.72749	0.687679 0.0022459 -0.00513471 0.725993	0.747323 -0.037447 -0.0396258 0.662221	0.832613 0.00127234 -0.114943 0.541795	0.725108 0.163186 0.333455 0.579997	0.920093 -0.0922394 0.0792741 0.372338	0.924686 0.00592427 0.0393129 0.378648	0.834507 0.092755 0.349004 0.416162	0.677181 -0.267744 -0.267468 0.63103	0.909143 0.0768772 -0.0732031 0.402728	0.911343 0.043645 -0.058456 0.405131	0.843721 -0.0484082 -0.278598 0.456261	0.653692 -0.0523928 0.0854823 0.750089	0.673561 -0.0500829 0.0868558 0.7323	0.684727 0.00981721 0.0524164 0.726846	0.637445 0.0046555 0.00823731 0.770438	0.674892 0.00505853 0.00799614 0.737856	0.698661 0.0693242 -0.0498693 0.710338	
0.765932 -0.0466824 0.0606991 0.638345	0.717625 -0.0511328 0.0568349 0.692221	0.700016 -0.0500225 0.0540951 0.710317	0.685988 -0.00532691 0.0124131 0.727487	0.687738 0.00129603 -0.00487289 0.725941	0.747395 -0.0378629 -0.0395319 0.662121	0.832418 0.00142793 -0.114285 0.542234	0.725108 0.16244 0.333856 0.579976	0.919971 -0.0929823 0.0793365 0.372444	0.924639 0.00592222 0.0390567 0.378792	0.8354 0.092957 0.34737 0.415692	0.677171 -0.26768 -0.267457 0.631073	0.909513 0.076957 -0.0734949 0.401824	0.911703 0.0439702 -0.0588954 0.404222	0.845495 -0.0502637 -0.278548 0.452795	0.6524 -0.0531011 0.0859055 0.751116	0.674893 -0.0504698 0.0874773 0.730972	0.68497 0.0103211 0.0523739 0.726613	0.63622 0.00262441 0.0101298 0.771437	0.67539 0.00314647 0.00997995 0.737387	0.699158 0.069036 -0.0497841 0.709883	
0.765583 -0.0477656 0.0625446 0.638505	0.717365 -0.0526058 0.0583491 0.692254	0.69978 -0.0515812 0.0554612 0.710332	0.685922 -0.0062749 0.0129272 0.727534	0.687729 0.000416259 -0.00460325 0.725952	0.747651 -0.0380684 -0.0393754 0.661829	0.832304 0.00143059 -0.11392 0.542486	0.72488 0.161581 0.334212 0.580295	0.919498 -0.0937781 0.0794909 0.373377	0.924251 0.00546474 0.0389524 0.379753	0.835641 0.0926696 0.346007 0.416409	0.677224 -0.267636 -0.267222 0.631134	0.909634 0.0768367 -0.0737379 0.401528	0.911783 0.044609 -0.0594872 0.403885	0.846836 -0.0515728 -0.279288 0.449675	0.651396 -0.0535013 0.0860251 0.751945	0.676002 -0.0506157 0.087754 0.729903	0.68511 0.010566 0.0520489 0.726501	0.635247 0.000946274 0.0115008 0.772223	0.675778 0.00156217 0.0114335 0.737015	0.69943 0.0694105 -0.0488409 0.709644	
0.765168 -0.0488758 0.064137 0.638761	0.717127 -0.053952 0.0596843 0.692283	0.699588 -0.0529796 0.0566888 0.710321	0.685753 -0.00717565 0.0135092 0.727674	0.687592 -0.000405693 -0.00418295 0.726085	0.748015 -0.0382564 -0.038881 0.661437	0.832277 0.00101418 -0.11377 0.54256	0.72447 0.16061 0.33451 0.580904	0.918697 -0.0946851 0.0796962 0.375073	0.923552 0.00461578 0.0389172 0.381467	0.834973 0.0922784 0.345435 0.418306	0.677312 -0.267845 -0.266977 0.631055	0.909548 0.0767272 -0.0739633 0.401702	0.911655 0.0452847 -0.0600528 0.404016	0.846235 -0.0507597 -0.280724 0.450004	0.650761 -0.0540033 0.0862543 0.752432	0.676815 -0.0509372 0.0880998 0.729085	0.685172 0.0101868 0.051759 0.726468	0.634917 0.00148344 0.0105417 0.772507	0.675659 0.00204985 0.0104463 0.737138	0.699478 0.0695835 -0.048291 0.709617	
0.764687 -0.0498499 0.0655775 0.639115	0.716964 -0.0551608 0.0608533 0.692254	0.699596 -0.0542353 0.057773 0.710131	0.685567 -0.00812611 0.0141886 0.727826	0.687345 -0.00132474 -0.00361788 0.726321	0.74815 -0.0387634 -0.0382234 0.661293	0.832421 0.000598831 -0.113519 0.542391	0.723883 0.15974 0.334728 0.58175	0.917924 -0.0956219 0.0799729 0.376665	0.922884 0.00363529 0.0390072 0.38308	0.833725 0.0913492 0.345439 0.420987	0.677551 -0.268531 -0.266348 0.630772	0.909459 0.0766188 -0.0743462 0.401854	0.911534 0.0457332 -0.0606757 0.404144	0.844484 -0.04845 -0.281771 0.452885	0.650503 -0.0545473 0.0865766 0.752579	0.677281 -0.0513823 0.0884917 0.728574	0.685131 0.00960369 0.0515751 0.726528	0.634383 -0.000527106 0.0123987 0.772919	0.6759 0.000155048 0.0124089 0.736889	0.699389 0.0693972 -0.0480406 0.70974	
0.764269 -0.0507302 0.0667512 0.639424	0.716828 -0.0561567 0.061857 0.692226	0.699659 -0.0552775 0.0587121 0.709911	0.685362 -0.00907133 0.0148158 0.727995	0.687077 -0.00219568 -0.00310469 0.726575	0.748079 -0.0395119 -0.0377096 0.661358	0.832632 0.000507024 -0.113144 0.542146	0.723395 0.159047 0.334851 0.582476	0.917512 -0.0965512 0.0803809 0.377344	0.922575 0.00257382 0.0393785 0.383795	0.833243 0.0907329 0.345154 0.422306	0.677442 -0.269394 -0.266064 0.630642	0.909563 0.0765395 -0.0746522 0.401577	0.911614 0.0460841 -0.0611831 0.403848	0.844656 -0.0474785 -0.282104 0.452459	0.650482 -0.0551088 0.086917 0.752517	0.677514 -0.0518997 0.0888705 0.728274	0.685178 0.00918373 0.051692 0.726481	0.634262 -0.00109054 0.0127602 0.773012	0.675827 -0.000386931 0.0128008 0.736949	0.699354 0.0694376 -0.0479106 0.70978	
0.763969 -0.0515814 0.0676156 0.639624	0.716622 -0.0569864 0.0626612 0.6923	0.699548 -0.0561726 0.0594517 0.709889	0.685153 -0.00989406 0.0151583 0.728174	0.686848 -0.00300795 -0.0028641 0.726789	0.74808 -0.0399119 -0.0375507 0.661342	0.832896 0.000653414 -0.112668 0.541839	0.723166 0.158552 0.335064 0.582773	0.917452 -0.0975063 0.0809438 0.377125	0.922617 0.00172305 0.0399179 0.383643	0.833225 0.0900177 0.345209 0.422449	0.677095 -0.269952 -0.265779 0.630896	0.909792 0.0762768 -0.0748849 0.401065	0.911801 0.0464519 -0.061715 0.403301	0.844497 -0.0457844 -0.282143 0.452906	0.650599 -0.055553 0.0873528 0.752333	0.677568 -0.0523346 0.0893182 0.728138	0.685406 0.00907701 0.0514638 0.726284	0.634386 -0.000615331 0.0120373 0.772922	0.675551 4.13354e-05 0.012053 0.737215	0.699359 0.0695716 -0.0477068 0.709776	
0.763715 -0.0522069 0.0682894 0.639804	0.716396 -0.0576605 0.0632426 0.692425	0.699349 -0.0569071 0.0599636 0.709984	0.684894 -0.0104684 0.0152081 0.728409	0.686567 -0.00362178 -0.00293497 0.727051	0.748083 -0.0401884 -0.0378232 0.661307	0.833172 0.000983727 -0.112377 0.541475	0.722883 0.1581 0.335213 0.583161	0.917287 -0.0984762 0.0817195 0.377105	0.922558 0.000922859 0.0406156 0.383715	0.833211 0.0888354 0.34517 0.422759	0.676732 -0.270389 -0.265494 0.631219	0.909932 0.0758587 -0.0749363 0.400817	0.911886 0.0468354 -0.0621308 0.403001	0.844714 -0.0452202 -0.28242 0.452386	0.650893 -0.0556416 0.0874181 0.752064	0.677496 -0.0524645 0.089361 0.72819	0.685436 0.00906243 0.0512493 0.72627	0.634551 -0.000736348 0.0120673 0.772787	0.675327 -8.41081e-05 0.0120895 0.737419	0.699345 0.0697763 -0.0476329 0.709774	
0.763566 -0.0527119 0.0687256 0.639895	0.716209 -0.0582385 0.0635718 0.69254	0.699171 -0.0575208 0.0602426 0.710086	0.684623 -0.0108865 0.0151688 0.728658	0.686291 -0.00405459 -0.00305874 0.727309	0.748034 -0.040156 -0.0378861 0.66136	0.833258 0.000751816 -0.112627 0.541291	0.722432 0.157668 0.335182 0.583854	0.916805 -0.0994063 0.0825659 0.37785	0.922178 -6.47865e-05 0.0413814 0.384545	0.832636 0.0877529 0.345489 0.423857	0.675869 -0.27058 -0.265432 0.632087	0.909812 0.0754209 -0.0747794 0.401201	0.911719 0.0470518 -0.0622494 0.403335	0.844326 -0.0453973 -0.283159 0.452629	0.651282 -0.0555068 0.0872512 0.751756	0.677361 -0.0523987 0.0891524 0.728346	0.685386 0.00887305 0.0509007 0.726344	0.634852 -0.000870076 0.0121385 0.772538	0.675051 -0.0002231 0.0121676 0.737671	0.699208 0.0697251 -0.0476447 0.709913	
0.763495 -0.0530088 0.068957 0.63993	0.715925 -0.0586229 0.0636935 0.69279	0.698832 -0.0579041 0.0603551 0.710379	0.684373 -0.0112708 0.0152382 0.728886	0.686058 -0.00440107 -0.00302398 0.727527	0.74794 -0.0404669 -0.0377539 0.661456	0.833321 0.000311226 -0.113032 0.541109	0.721877 0.157149 0.335254 0.584639	0.916258 -0.100239 0.0833817 0.378776	0.921724 -0.00115128 0.042176 0.385545	0.831643 0.0867636 0.34643 0.425238	0.675444 -0.270908 -0.265437 0.632398	0.909542 0.0751594 -0.0745964 0.401896	0.911448 0.0466596 -0.061983 0.404034	0.844443 -0.0463805 -0.28295 0.452442	0.651693 -0.0552558 0.0869137 0.751458	0.677205 -0.0522275 0.0887665 0.728551	0.685217 0.00865223 0.0510055 0.7265	0.635059 -0.00206771 0.0132817 0.772347	0.67494 -0.00136379 0.0133723 0.73775	0.698909 0.0691467 -0.0475823 0.710268	
0.763469 -0.0529328 0.0690571 0.639956	0.715712 -0.0587481 0.0636543 0.693003	0.698582 -0.0580136 0.0603358 0.710618	0.684169 -0.0116253 0.0154005 0.729068	0.685862 -0.00478645 -0.00287801 0.72771	0.747713 -0.0410245 -0.0375495 0.661689	0.833281 -4.01328e-05 -0.113164 0.541144	0.721345 0.156838 0.335415 0.585287	0.915951 -0.100944 0.0841154 0.379167	0.921494 -0.00233423 0.0430517 0.385992	0.830524 0.0858522 0.347869 0.426435	0.675157 -0.271196 -0.265392 0.6326	0.90924 0.0748556 -0.0743677 0.402678	0.911167 0.0457664 -0.0614638 0.404849	0.844037 -0.0467369 -0.282161 0.453654	0.652002 -0.05517 0.0867298 0.751217	0.676997 -0.0522099 0.0885433 0.728772	0.685058 0.00872006 0.0511808 0.726636	0.635182 -0.00362724 0.0148893 0.772211	0.674922 -0.00283902 0.0150595 0.73773	0.698926 0.0690405 -0.0476797 0.710256	
0.763611 -0.0527384 0.0687194 0.639839	0.715607 -0.0585557 0.0633462 0.693156	0.698398 -0.0577977 0.0600749 0.710838	0.684032 -0.0117682 0.0154025 0.729194	0.685724 -0.00498069 -0.00284053 0.727839	0.74736 -0.0415908 -0.0376178 0.662048	0.83311 -0.000244547 -0.113242 0.541391	0.721078 0.156742 0.335515 0.585584	0.915981 -0.101456 0.0847978 0.378808	0.921576 -0.00328339 0.0439544 0.385687	0.830015 0.0852514 0.349287 0.426386	0.674933 -0.27165 -0.265209 0.632722	0.90894 0.0744399 -0.0740475 0.403489	0.910884 0.044777 -0.060858 0.405687	0.844766 -0.0486717 -0.281232 0.45267	0.652081 -0.0554255 0.0868795 0.751112	0.67685 -0.0524874 0.0886855 0.728872	0.685081 0.00867145 0.0513781 0.726601	0.635416 -0.00387012 0.0150492 0.772013	0.674796 -0.00308038 0.0152304 0.737841	0.69899 0.069287 -0.0475562 0.710176	
0.76382 -0.0524328 0.0680157 0.63969	0.715597 -0.0581446 0.0628053 0.69325	0.698325 -0.0573464 0.0595912 0.710987	0.683971 -0.0116165 0.0151335 0.72926	0.685642 -0.00489573 -0.00307999 0.727916	0.746911 -0.0418366 -0.0379933 0.662518	0.832822 -0.000461376 -0.113559 0.541767	0.721113 0.156796 0.335562 0.5855	0.916151 -0.101839 0.0855298 0.378127	0.921786 -0.00383051 0.0448314 0.385079	0.82998 0.0843583 0.350051 0.426006	0.67475 -0.272007 -0.265151 0.632788	0.908801 0.0737659 -0.0735636 0.404015	0.91074 0.0437405 -0.0601934 0.406222	0.84445 -0.0490575 -0.279842 0.454077	0.652085 -0.0554593 0.0868424 0.751111	0.676666 -0.0525451 0.0886361 0.729044	0.685271 0.00858237 0.0512756 0.726431	0.635654 -0.00336261 0.0144337 0.771832	0.674663 -0.00261277 0.0145881 0.737977	0.699063 0.0695975 -0.0474886 0.710079	
0.763935 -0.0519449 0.0672385 0.639675	0.715624 -0.057608 0.0621574 0.693325	0.698318 -0.0567587 0.0590032 0.71109	0.683909 -0.0112957 0.0147643 0.729331	0.685524 -0.00469107 -0.00340451 0.728027	0.746527 -0.0419234 -0.0384023 0.662922	0.832455 -0.000870595 -0.114073 0.542223	0.721119 0.15667 0.335625 0.585489	0.916188 -0.102166 0.0862323 0.37779	0.921857 -0.00422634 0.0455972 0.384814	0.829772 0.0835418 0.350535 0.426173	0.674871 -0.272509 -0.265013 0.6325	0.908787 0.073039 -0.0729609 0.404287	0.910712 0.0428092 -0.0594905 0.406488	0.845132 -0.0503289 -0.278562 0.453455	0.652191 -0.0550502 0.0863926 0.751101	0.676406 -0.0521954 0.0881468 0.72937	0.685347 0.0087094 0.050995 0.726376	0.63591 -0.00241688 0.0134131 0.771643	0.674547 -0.00172765 0.0135192 0.738106	0.699212 0.0697443 -0.0477832 0.709898	
