Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.26581 33.6744 4.88971	-1.60533 36.0277 7.14479	-1.73319 39.583 7.8937	-1.79705 43.2089 8.15111	-1.837 46.8379 7.93718	-1.82695 56.2932 6.05866	-1.2892 61.2555 5.78378	-0.694833 52.9239 5.67516	3.43681 56.4854 7.34653	14.4756 55.2415 9.78311	23.0935 55.5925 10.3811	-2.99201 52.932 5.70371	-7.06431 56.9254 5.8344	-18.1816 56.0147 8.0514	-26.7353 55.7385 9.27971	2.13787 32.7141 5.20061	2.64695 17.9432 7.22031	3.27775 3.23867 8.58267	-4.60726 32.6765 4.22435	-4.33763 18.0151 6.96065	-4.07213 3.29714 8.29857	
-1.2631 33.6717 4.87252	-1.61275 36.0244 7.12669	-1.74351 39.5792 7.87765	-1.80672 43.2048 8.13783	-1.84327 46.8339 7.92419	-1.82137 56.2893 6.04584	-1.28262 61.2515 5.77379	-0.691274 52.919 5.66467	3.44126 56.4759 7.34361	14.4775 55.2169 9.78383	23.096 55.569 10.3736	-2.98849 52.929 5.68839	-7.05937 56.9236 5.82724	-18.1758 56.0044 8.04522	-26.7296 55.7262 9.27215	2.13882 32.7104 5.1993	2.63346 17.9484 7.28592	3.2787 3.23837 8.58096	-4.6016 32.6748 4.19097	-4.33795 18.0241 6.9847	-4.06807 3.30424 8.30005	
-1.25601 33.6676 4.86271	-1.61789 36.0209 7.11435	-1.7525 39.5758 7.86391	-1.81596 43.2015 8.12315	-1.84969 46.8306 7.90945	-1.81576 56.2862 6.03256	-1.27434 61.2483 5.7619	-0.688123 52.9149 5.65285	3.44414 56.4682 7.34008	14.4771 55.1947 9.78789	23.0959 55.5452 10.3736	-2.98537 52.9271 5.67257	-7.05671 56.9212 5.81164	-18.1719 56.0009 8.03541	-26.7243 55.7194 9.27122	2.14502 32.7089 5.2058	2.62713 17.9533 7.34055	3.2818 3.23901 8.58135	-4.59057 32.6681 4.16588	-4.3379 18.0263 7.00658	-4.07005 3.30461 8.30254	
-1.24801 33.6633 4.85561	-1.62094 36.018 7.10397	-1.75855 39.5732 7.85155	-1.82212 43.199 8.10935	-1.85339 46.8281 7.89505	-1.80863 56.2836 6.01789	-1.26655 61.2458 5.75124	-0.683127 52.9114 5.64016	3.44959 56.4607 7.33456	14.4786 55.1745 9.79349	23.0976 55.5176 10.3801	-2.98039 52.9254 5.65609	-7.05343 56.9179 5.79364	-18.1682 56.0016 8.02104	-26.7184 55.7137 9.27046	2.15215 32.707 5.21381	2.62372 17.9566 7.38635	3.28524 3.23894 8.58239	-4.57894 32.6611 4.14539	-4.33918 18.0263 7.02318	-4.07674 3.30325 8.30386	
-1.23791 33.6595 4.8517	-1.62019 36.0162 7.0964	-1.76024 39.5717 7.84219	-1.82392 43.1976 8.09892	-1.85332 46.8266 7.88303	-1.80032 56.2813 6.00227	-1.25979 61.244 5.74122	-0.6759 52.9084 5.62784	3.45811 56.4533 7.32846	14.4825 55.1546 9.80159	23.1017 55.485 10.3926	-2.97318 52.9236 5.63971	-7.04643 56.916 5.77437	-18.1608 56.0044 8.00558	-26.7088 55.7101 9.26862	2.16108 32.7044 5.224	2.62342 17.9572 7.4196	3.28826 3.23696 8.58219	-4.5658 32.6558 4.12949	-4.33193 18.0234 7.01974	-4.07861 3.30051 8.30512	
-1.22751 33.6565 4.8511	-1.61819 36.0158 7.09169	-1.7603 39.5713 7.83641	-1.82413 43.1972 8.09404	-1.85185 46.8261 7.8764	-1.7907 56.2795 5.98924	-1.25029 61.2423 5.73061	-0.666991 52.9058 5.61951	3.46854 56.4471 7.32392	14.4878 55.1358 9.81287	23.1071 55.4522 10.4113	-2.96429 52.9221 5.62652	-7.03717 56.9151 5.75297	-18.1507 56.0097 7.99123	-26.6966 55.7129 9.26719	2.17041 32.7028 5.23633	2.62589 17.9565 7.44017	3.29097 3.23474 8.58277	-4.55262 32.6511 4.1185	-4.33011 18.0225 7.02903	-4.07879 3.2988 8.3049	
-1.21991 33.6558 4.8523	-1.61735 36.0173 7.08935	-1.76139 39.573 7.83318	-1.82561 43.1987 8.09213	-1.85143 46.8275 7.87257	-1.7823 56.2795 5.97848	-1.23925 61.242 5.71937	-0.659384 52.905 5.61348	3.47772 56.4433 7.32033	14.4915 55.1183 9.82651	23.1103 55.4206 10.4376	-2.95668 52.9223 5.61595	-7.02599 56.9192 5.73408	-18.1387 56.0176 7.97763	-26.6831 55.7184 9.26389	2.17693 32.7027 5.24849	2.62646 17.9561 7.45133	3.28905 3.23339 8.583	-4.54277 32.6494 4.11093	-4.32647 18.0216 7.02602	-4.07915 3.29811 8.30479	
-1.2169 33.657 4.8535	-1.61918 36.0201 7.088	-1.76456 39.5761 7.83015	-1.82861 43.2018 8.08858	-1.85174 46.8305 7.86705	-1.77251 56.2813 5.96708	-1.22733 61.2436 5.70831	-0.651634 52.9057 5.60592	3.48564 56.442 7.31638	14.4931 55.1016 9.8419	23.1113 55.3939 10.4673	-2.94892 52.9247 5.60491	-7.01653 56.9236 5.71497	-18.1294 56.0283 7.96045	-26.672 55.7263 9.25742	2.17872 32.7033 5.25858	2.62734 17.9558 7.4554	3.2899 3.2328 8.58355	-4.53821 32.6509 4.10472	-4.32458 18.0222 7.01514	-4.08297 3.29954 8.30496	
-1.2147 33.6597 4.8566	-1.62076 36.0241 7.08898	-1.76674 39.5805 7.82918	-1.83004 43.2064 8.0861	-1.85033 46.835 7.86207	-1.76064 56.2841 5.95488	-1.21162 61.246 5.69637	-0.642678 52.9072 5.59721	3.49508 56.4418 7.31014	14.4954 55.0881 9.85981	23.1126 55.3723 10.5016	-2.93994 52.9285 5.59437	-7.00658 56.9285 5.69698	-18.1207 56.0416 7.93952	-26.6618 55.7361 9.24557	2.18003 32.7058 5.2685	2.62915 17.9565 7.4536	3.28949 3.23362 8.58423	-4.53477 32.6537 4.10229	-4.3233 18.0237 7.00646	-4.08378 3.30177 8.30522	
-1.21171 33.6625 4.8599	-1.62014 36.0277 7.09101	-1.76562 39.5844 7.82965	-1.82745 43.2104 8.0852	-1.84528 46.8389 7.85854	-1.7474 56.2865 5.94424	-1.19824 61.2484 5.68497	-0.631891 52.9085 5.58963	3.50767 56.4411 7.3022	14.5006 55.0778 9.8783	23.1168 55.3519 10.5386	-2.92914 52.9315 5.58573	-6.99498 56.9325 5.68119	-18.1111 56.0542 7.91694	-26.6516 55.7465 9.22646	2.18225 32.7079 5.27658	2.63267 17.9565 7.44701	3.28965 3.23388 8.58327	-4.53101 32.657 4.1015	-4.32116 18.0248 6.99427	-4.08321 3.30381 8.30406	
-1.20671 33.6633 4.8639	-1.61639 36.0289 7.09441	-1.7608 39.5862 7.83039	-1.82118 43.2125 8.0828	-1.83728 46.8407 7.85371	-1.73433 56.2871 5.93341	-1.18357 61.2487 5.67297	-0.620062 52.9084 5.58158	3.52081 56.4392 7.29468	14.5069 55.0685 9.89602	23.1219 55.3313 10.5759	-2.9173 52.9324 5.5764	-6.98108 56.9356 5.66729	-18.0988 56.0626 7.89759	-26.6405 55.7603 9.20045	2.18678 32.7081 5.28322	2.63782 17.9546 7.43852	3.29004 3.23227 8.58157	-4.52562 32.6583 4.10317	-4.32163 18.0244 6.988	-4.08456 3.30379 8.30216	
-1.20031 33.6628 4.8681	-1.61068 36.0285 7.09836	-1.75416 39.5863 7.83227	-1.81371 43.2127 8.08222	-1.8287 46.8409 7.85116	-1.7213 56.2862 5.92585	-1.16748 61.2473 5.66244	-0.607836 52.9069 5.57668	3.53292 56.4378 7.28997	14.513 55.0602 9.91299	23.1266 55.3103 10.6146	-2.90506 52.9316 5.56974	-6.96733 56.9364 5.65671	-18.0868 56.0695 7.88033	-26.6311 55.7787 9.16911	2.19338 32.7085 5.2877	2.64397 17.9532 7.43124	3.29122 3.23132 8.58265	-4.51894 32.6569 4.10728	-4.32036 18.022 6.98718	-4.0818 3.30146 8.30185	
-1.19671 33.6649 4.8701	-1.60511 36.0298 7.10155	-1.74742 39.5879 7.83431	-1.80637 43.2145 8.08225	-1.82058 46.8425 7.84985	-1.71054 56.2871 5.92098	-1.1519 61.2474 5.65275	-0.597679 52.9074 5.57347	3.54266 56.4389 7.28668	14.5177 55.0557 9.92755	23.1299 55.2965 10.6499	-2.89489 52.9326 5.56576	-6.95546 56.9393 5.64699	-18.0774 56.0799 7.86105	-26.6245 55.8016 9.13371	2.19721 32.7101 5.28673	2.64536 17.9541 7.42635	3.28893 3.2325 8.5828	-4.51603 32.6597 4.11147	-4.31988 18.0229 6.98243	-4.08325 3.30281 8.30211	
-1.1945 33.6679 4.8699	-1.59868 36.0318 7.10321	-1.73938 39.59 7.83566	-1.7977 43.2166 8.08256	-1.81137 46.8447 7.84953	-1.7 56.2888 5.91851	-1.13715 61.2482 5.64373	-0.588084 52.9088 5.57124	3.5517 56.4407 7.28477	14.5221 55.0542 9.94294	23.1329 55.2916 10.683	-2.88529 52.9345 5.56457	-6.944 56.9432 5.64202	-18.0699 56.0944 7.84054	-26.6199 55.8284 9.09572	2.19965 32.7115 5.28101	2.64634 17.9555 7.42039	3.28692 3.23431 8.58402	-4.51534 32.6644 4.11566	-4.31905 18.0259 6.97771	-4.0851 3.30621 8.30278	
-1.19131 33.6697 4.8695	-1.59085 36.0332 7.10398	-1.72983 39.5915 7.83644	-1.78764 43.2182 8.08288	-1.80115 46.8462 7.84917	-1.68941 56.2897 5.91506	-1.12338 61.2485 5.63459	-0.578404 52.9094 5.56805	3.56134 56.4407 7.28296	14.5275 55.0526 9.95788	23.1371 55.2886 10.7128	-2.87561 52.9355 5.56308	-6.93203 56.9466 5.6371	-18.0623 56.1077 7.81691	-26.6152 55.8517 9.05464	2.20337 32.7125 5.27423	2.65076 17.9561 7.41081	3.28792 3.23561 8.58591	-4.51375 32.6671 4.12113	-4.31492 18.0267 6.97363	-4.08303 3.30749 8.30343	
-1.18661 33.6692 4.8689	-1.58113 36.0328 7.10419	-1.7187 39.5909 7.83764	-1.77683 43.2176 8.08545	-1.79067 46.8455 7.85128	-1.67938 56.2883 5.9139	-1.10753 61.246 5.62669	-0.568631 52.9078 5.56759	3.57245 56.4371 7.28335	14.5352 55.0495 9.97269	23.1437 55.2848 10.739	-2.86584 52.9341 5.56354	-6.91862 56.9488 5.63472	-18.0534 56.1173 7.79468	-26.6094 55.8708 9.01239	2.20827 32.7102 5.26776	2.65564 17.9536 7.403	3.28982 3.23369 8.58596	-4.51083 32.6683 4.12617	-4.30779 18.0255 6.96576	-4.08188 3.30691 8.30366	
-1.18001 33.6658 4.8677	-1.56998 36.0296 7.10361	-1.70634 39.5877 7.83753	-1.76502 43.2142 8.08617	-1.77938 46.8422 7.85168	-1.66911 56.2846 5.91251	-1.09173 61.2414 5.62001	-0.558066 52.9042 5.56676	3.58386 56.4313 7.28503	14.5438 55.045 9.98617	23.1516 55.2799 10.7609	-2.85528 52.9302 5.56287	-6.90599 56.9471 5.63124	-18.0444 56.1224 7.77462	-26.6039 55.8884 8.97075	2.21516 32.7056 5.261	2.66057 17.949 7.39662	3.29056 3.22934 8.58562	-4.50582 32.6661 4.13045	-4.30011 18.0219 6.96216	-4.07968 3.30354 8.30405	
-1.17361 33.6611 4.8671	-1.55991 36.0258 7.10266	-1.69562 39.584 7.83642	-1.75521 43.2104 8.08576	-1.77032 46.8384 7.8515	-1.66093 56.2808 5.9122	-1.07843 61.2367 5.61405	-0.549389 52.9005 5.5667	3.59243 56.4264 7.28778	14.5506 55.0418 9.99718	23.1578 55.2763 10.7783	-2.84661 52.9263 5.5624	-6.89483 56.9457 5.6254	-18.0368 56.1274 7.75305	-26.5995 55.9059 8.92754	2.22204 32.7006 5.25562	2.66733 17.9438 7.38975	3.29424 3.22443 8.58346	-4.50066 32.6615 4.1353	-4.29473 18.0177 6.96949	-4.0767 3.29893 8.30663	
-1.16701 33.6595 4.8652	-1.55057 36.0242 7.10124	-1.68631 39.5823 7.8351	-1.74734 43.2088 8.08484	-1.76329 46.8368 7.85125	-1.65503 56.2794 5.91304	-1.06602 61.2341 5.60868	-0.542931 52.8993 5.56732	3.59793 56.4243 7.29244	14.555 55.0406 10.0066	23.162 55.2771 10.7902	-2.84015 52.9247 5.56269	-6.88573 56.947 5.61909	-18.0312 56.1353 7.73063	-26.597 55.9248 8.88515	2.22944 32.6998 5.24874	2.67115 17.9436 7.38716	3.29445 3.22427 8.5841	-4.4949 32.6591 4.13836	-4.29456 18.0188 6.99074	-4.07745 3.29818 8.30831	
-1.16011 33.6604 4.8625	-1.54168 36.0247 7.09936	-1.67769 39.5827 7.83344	-1.73981 43.2091 8.08314	-1.75652 46.8372 7.85024	-1.64901 56.2802 5.91362	-1.05536 61.234 5.60393	-0.536657 52.9002 5.56731	3.6027 56.4242 7.29803	14.5589 55.04 10.0157	23.1659 55.2832 10.7963	-2.83388 52.9254 5.56272	-6.87844 56.9488 5.61452	-18.0278 56.1443 7.70847	-26.5963 55.9441 8.84431	2.23713 32.7018 5.24168	2.67439 17.946 7.38458	3.29281 3.22694 8.58624	-4.48856 32.659 4.13964	-4.29534 18.0224 7.01165	-4.08069 3.30012 8.31044	
-1.15201 33.6605 4.85931	-1.53234 36.0246 7.09653	-1.66878 39.5825 7.83129	-1.73189 43.2089 8.08186	-1.74934 46.8369 7.84925	-1.64241 56.2798 5.91202	-1.04667 61.2331 5.59767	-0.529739 52.8999 5.56606	3.60818 56.4231 7.30184	14.5632 55.0378 10.0234	23.1705 55.2872 10.7993	-2.82696 52.9249 5.56121	-6.87126 56.9486 5.60856	-18.0241 56.1497 7.68591	-26.595 55.958 8.80477	2.24578 32.7028 5.23567	2.67968 17.9473 7.3814	3.29322 3.22832 8.58715	-4.48081 32.6583 4.13915	-4.29194 18.0242 7.02414	-4.0808 3.30093 8.31236	
-1.14211 33.659 4.85651	-1.52177 36.0235 7.09342	-1.659 39.5811 7.82935	-1.72371 43.2073 8.08187	-1.74216 46.8353 7.84901	-1.63651 56.2777 5.90919	-1.03664 61.2302 5.59014	-0.522862 52.898 5.56473	3.61489 56.4201 7.3032	14.5687 55.0327 10.0287	23.1763 55.2846 10.7998	-2.82009 52.9225 5.55873	-6.86338 56.9472 5.60232	-18.0192 56.1508 7.66464	-26.5927 55.9673 8.76458	2.25581 32.7014 5.23198	2.68483 17.946 7.37904	3.29302 3.22686 8.58604	-4.47112 32.6566 4.13757	-4.28662 18.0238 7.02929	-4.07945 3.29998 8.31195	
-1.13211 33.6579 4.8536	-1.51172 36.0228 7.09018	-1.64941 39.5802 7.82673	-1.71527 43.2063 8.08021	-1.73502 46.8343 7.84665	-1.63159 56.2761 5.9039	-1.02969 61.2281 5.5822	-0.516424 52.8967 5.56129	3.62135 56.4183 7.30061	14.573 55.026 10.0323	23.1811 55.2783 10.7983	-2.81366 52.9203 5.55368	-6.85744 56.9445 5.59382	-18.016 56.1497 7.64182	-26.5919 55.9714 8.72434	2.26574 32.7002 5.22932	2.69155 17.9446 7.37622	3.29657 3.22556 8.58523	-4.46115 32.6556 4.1347	-4.2806 18.0225 7.02531	-4.07887 3.29884 8.31039	
-1.12211 33.6564 4.8523	-1.50246 36.0215 7.08854	-1.64064 39.579 7.82476	-1.70732 43.2051 8.07776	-1.72829 46.833 7.84364	-1.62634 56.2746 5.89954	-1.0235 61.2263 5.57448	-0.510006 52.8954 5.55813	3.62639 56.4178 7.29926	14.5763 55.0193 10.0349	23.1848 55.2703 10.7964	-2.80724 52.9184 5.5491	-6.85367 56.94 5.58524	-18.0151 56.1477 7.61869	-26.5927 55.9713 8.68752	2.27588 32.6993 5.2286	2.6966 17.9438 7.37624	3.29684 3.22457 8.58595	-4.45087 32.6534 4.13307	-4.27277 18.0189 7.01692	-4.07424 3.29596 8.31059	
-1.11631 33.6572 4.8505	-1.49638 36.0221 7.08696	-1.63487 39.5797 7.82252	-1.70206 43.2059 8.07424	-1.72428 46.8338 7.83965	-1.62482 56.2753 5.89491	-1.02315 61.2269 5.56711	-0.507164 52.8965 5.55419	3.62806 56.4192 7.29737	14.577 55.0163 10.0347	23.1858 55.264 10.794	-2.8044 52.9186 5.54422	-6.85252 56.9386 5.57588	-18.016 56.1451 7.59705	-26.5954 55.9705 8.65213	2.28123 32.6988 5.22755	2.69891 17.9435 7.37735	3.2977 3.22411 8.58553	-4.44524 32.6555 4.13028	-4.27188 18.0202 7.01044	-4.07642 3.29775 8.30987	
-1.10901 33.6602 4.849	-1.49079 36.0244 7.08588	-1.63037 39.5821 7.82122	-1.69841 43.2083 8.0723	-1.72161 46.8361 7.83711	-1.62314 56.2772 5.89032	-1.02252 61.2288 5.55951	-0.504568 52.8985 5.55096	3.62927 56.4222 7.29563	14.5777 55.0157 10.0328	23.1867 55.2592 10.7917	-2.8018 52.9202 5.53974	-6.85196 56.9381 5.56713	-18.0172 56.1403 7.57712	-26.5984 55.9684 8.61749	2.28842 32.7022 5.22791	2.70165 17.9468 7.37819	3.29583 3.22737 8.58843	-4.43736 32.6583 4.12641	-4.26958 18.0226 7.00512	-4.07749 3.30067 8.31087	
-1.10081 33.6615 4.8491	-1.48444 36.0257 7.0857	-1.62521 39.5833 7.82079	-1.69415 43.2095 8.072	-1.71814 46.8373 7.83595	-1.62096 56.2777 5.88621	-1.0218 61.2293 5.55195	-0.501303 52.8993 5.54861	3.63173 56.4243 7.29249	14.5799 55.0156 10.0295	23.1889 55.2539 10.7904	-2.79854 52.9203 5.53599	-6.84997 56.937 5.55952	-18.0169 56.1322 7.55749	-26.5998 55.9597 8.58376	2.29598 32.7026 5.23162	2.70591 17.9462 7.3752	3.29509 3.22678 8.58787	-4.42862 32.6604 4.12286	-4.26019 18.0219 6.98675	-4.0745 3.30155 8.31171	
-1.09062 33.6632 4.8474	-1.47809 36.0272 7.08358	-1.62024 39.5849 7.81823	-1.69013 43.211 8.06937	-1.71476 46.8388 7.83236	-1.61857 56.2786 5.87978	-1.02182 61.2302 5.54195	-0.49791 52.9003 5.54391	3.6348 56.4263 7.28657	14.5826 55.0161 10.0246	23.1913 55.2481 10.7895	-2.79514 52.9208 5.52985	-6.84864 56.9355 5.54959	-18.017 56.1227 7.53595	-26.6012 55.9454 8.5513	2.30601 32.7056 5.23443	2.71263 17.9477 7.36902	3.29619 3.22854 8.58715	-4.41708 32.6609 4.11668	-4.25882 18.0235 6.9869	-4.07493 3.30292 8.30914	
-1.08141 33.6633 4.8457	-1.47268 36.0272 7.0813	-1.616 39.5849 7.81543	-1.68637 43.2111 8.06649	-1.71163 46.8388 7.82865	-1.6164 56.2781 5.87363	-1.02457 61.2302 5.53409	-0.494439 52.9001 5.5397	3.63697 56.4281 7.28128	14.5842 55.0155 10.0202	23.1929 55.2427 10.7874	-2.79166 52.9199 5.52351	-6.84805 56.9316 5.53896	-18.0183 56.1126 7.51226	-26.6033 55.9277 8.519	2.31493 32.7066 5.2375	2.71782 17.9475 7.36385	3.29598 3.22839 8.58559	-4.40657 32.6601 4.11032	-4.25356 18.0222 6.97804	-4.07322 3.30216 8.30756	
-1.07411 33.6637 4.84271	-1.468 36.0272 7.07825	-1.61267 39.5849 7.81217	-1.68371 43.2111 8.063	-1.70993 46.8387 7.82439	-1.61634 56.2776 5.86684	-1.02933 61.2302 5.52647	-0.492891 52.8998 5.53484	3.63653 56.43 7.27678	14.5833 55.0151 10.0164	23.192 55.2386 10.784	-2.7901 52.9188 5.51663	-6.84949 56.9275 5.52685	-18.021 56.1008 7.49008	-26.6068 55.9101 8.48793	2.32172 32.7068 5.23845	2.72103 17.9469 7.36009	3.29482 3.22778 8.58364	-4.39842 32.6607 4.10312	-4.24307 18.0193 6.95276	-4.07266 3.30136 8.30595	
-1.06811 33.6646 4.83961	-1.46383 36.0277 7.07525	-1.60967 39.5856 7.80836	-1.68137 43.2118 8.05782	-1.70874 46.8394 7.81847	-1.61609 56.2778 5.85911	-1.03274 61.2309 5.51875	-0.491458 52.9004 5.5287	3.63478 56.4324 7.27432	14.5812 55.0165 10.0148	23.1901 55.2408 10.7805	-2.78866 52.9187 5.50861	-6.85314 56.9223 5.51599	-18.0254 56.0869 7.47115	-26.6123 55.8927 8.45918	2.32729 32.7074 5.23823	2.72448 17.9471 7.35768	3.29537 3.22817 8.58496	-4.39182 32.662 4.09683	-4.23748 18.0193 6.93964	-4.07247 3.30239 8.30519	
-1.06171 33.6644 4.8377	-1.45906 36.0277 7.07287	-1.60628 39.5856 7.8053	-1.67914 43.2119 8.05393	-1.70775 46.8394 7.81397	-1.61787 56.2777 5.85372	-1.03778 61.231 5.51184	-0.491595 52.9007 5.52436	3.63359 56.4325 7.27291	14.58 55.0188 10.0147	23.189 55.248 10.7776	-2.78879 52.9181 5.50282	-6.8564 56.9185 5.50613	-18.0286 56.0686 7.45503	-26.6171 55.872 8.42952	2.33337 32.7071 5.23894	2.72709 17.9463 7.35489	3.29329 3.22737 8.58455	-4.38488 32.6618 4.09252	-4.23235 18.0183 6.93129	-4.07034 3.30225 8.30644	
-1.05451 33.6657 4.83471	-1.45369 36.0286 7.06994	-1.60214 39.5865 7.80218	-1.67604 43.2128 8.05042	-1.70605 46.8403 7.80975	-1.61912 56.2783 5.84791	-1.04392 61.232 5.50344	-0.490941 52.9017 5.52008	3.63339 56.4338 7.27022	14.579 55.0208 10.0154	23.1882 55.2553 10.7744	-2.78813 52.918 5.49664	-6.85974 56.9143 5.49779	-18.0321 56.0479 7.43881	-26.622 55.8458 8.39929	2.3404 32.7088 5.23816	2.7324 17.947 7.34818	3.29446 3.22858 8.58551	-4.37705 32.6629 4.08706	-4.22825 18.0188 6.92328	-4.0709 3.30337 8.30557	
-1.04691 33.6651 4.833	-1.44806 36.0283 7.0676	-1.59781 39.5862 7.7994	-1.67289 43.2125 8.04759	-1.70433 46.8399 7.80647	-1.62065 56.2776 5.84305	-1.04944 61.2314 5.49299	-0.490454 52.9016 5.51675	3.63271 56.4348 7.26726	14.577 55.0205 10.0169	23.1866 55.2605 10.7705	-2.78763 52.9167 5.49139	-6.86319 56.909 5.48916	-18.0361 56.0264 7.41944	-26.6271 55.8133 8.36779	2.34807 32.7093 5.23852	2.73792 17.9465 7.34172	3.29504 3.22851 8.58658	-4.36873 32.6611 4.08368	-4.22426 18.0174 6.92187	-4.06891 3.30214 8.30632	
-1.04191 33.6646 4.82931	-1.44472 36.028 7.06336	-1.5956 39.5858 7.79582	-1.67171 43.2119 8.04572	-1.70439 46.8393 7.8047	-1.62362 56.2768 5.84017	-1.05496 61.2303 5.48266	-0.491843 52.9012 5.51487	3.62972 56.4369 7.26426	14.5724 55.0192 10.0186	23.1825 55.2638 10.7641	-2.78901 52.9154 5.4883	-6.86899 56.9031 5.47917	-18.0429 56.005 7.39663	-26.6347 55.7781 8.33409	2.35325 32.71 5.23627	2.74183 17.9464 7.33408	3.29543 3.22887 8.58544	-4.36309 32.6594 4.07889	-4.22076 18.0156 6.91735	-4.0673 3.30076 8.30579	
-1.03881 33.6661 4.82401	-1.44215 36.0295 7.05796	-1.5941 39.587 7.79143	-1.67135 43.213 8.0432	-1.70544 46.8404 7.80255	-1.62809 56.2779 5.83777	-1.06133 61.2311 5.47299	-0.494799 52.9028 5.51289	3.6259 56.4398 7.26142	14.5673 55.0176 10.0188	23.178 55.2656 10.7563	-2.79196 52.9159 5.48568	-6.87703 56.8984 5.46846	-18.0512 55.9812 7.37527	-26.6439 55.7408 8.30124	2.35611 32.7112 5.23213	2.74364 17.9472 7.32725	3.29517 3.22995 8.58347	-4.35983 32.6612 4.07242	-4.21817 18.0173 6.90995	-4.0672 3.3029 8.3038	
-1.03651 33.6673 4.81891	-1.43991 36.0307 7.05281	-1.59261 39.5884 7.78556	-1.67059 43.2144 8.03653	-1.70625 46.8418 7.79616	-1.63256 56.2796 5.83242	-1.06908 61.2328 5.46285	-0.497784 52.905 5.50737	3.62167 56.4423 7.25824	14.5618 55.0135 10.0171	23.173 55.2628 10.7483	-2.79495 52.9171 5.47976	-6.88555 56.8939 5.45763	-18.0583 55.9487 7.35882	-26.6525 55.6983 8.26818	2.35819 32.7119 5.22766	2.74491 17.9477 7.32169	3.29462 3.2308 8.58289	-4.35754 32.6629 4.06668	-4.21759 18.0193 6.90603	-4.06849 3.30527 8.30337	
-1.03151 33.667 4.81441	-1.43596 36.0312 7.04736	-1.5899 39.5889 7.77946	-1.66925 43.2149 8.03053	-1.70715 46.8423 7.79033	-1.63865 56.2801 5.82674	-1.07775 61.2332 5.45156	-0.501656 52.9062 5.50204	3.61795 56.4428 7.25411	14.5563 55.0032 10.0142	23.1682 55.2523 10.7376	-2.79882 52.9169 5.47363	-6.89593 56.887 5.44782	-18.0666 55.9087 7.34484	-26.6626 55.6491 8.23389	2.36349 32.7129 5.22384	2.74983 17.9482 7.31465	3.29696 3.23211 8.58525	-4.35212 32.6611 4.06228	-4.22398 18.0224 6.92704	-4.07046 3.30653 8.30475	
-1.02881 33.6643 4.81001	-1.43334 36.0295 7.04189	-1.58815 39.5872 7.77367	-1.6689 43.2131 8.0255	-1.70903 46.8405 7.78563	-1.64586 56.2785 5.82255	-1.08776 61.2314 5.44047	-0.506373 52.9054 5.49833	3.61535 56.44 7.24939	14.5509 54.9835 10.012	23.1637 55.2318 10.7244	-2.80353 52.9146 5.4686	-6.908 56.877 5.43911	-18.0765 55.8622 7.32952	-26.6741 55.5871 8.19822	2.36603 32.71 5.22036	2.75335 17.9448 7.30669	3.29965 3.22937 8.5861	-4.34941 32.6585 4.0578	-4.22616 18.0217 6.93297	-4.07158 3.30543 8.30581	
-1.0275 33.6615 4.80581	-1.43174 36.0274 7.03696	-1.58741 39.5851 7.76897	-1.66965 43.2108 8.02216	-1.71176 46.8382 7.78254	-1.65309 56.2763 5.81988	-1.09843 61.229 5.42995	-0.511509 52.9039 5.49606	3.61433 56.4348 7.24491	14.5453 54.9508 10.0111	23.1594 55.196 10.7085	-2.80866 52.9117 5.46525	-6.92211 56.8648 5.42944	-18.0876 55.8047 7.31282	-26.6867 55.5066 8.15971	2.36723 32.707 5.21639	2.7571 17.9408 7.29576	3.30312 3.22638 8.58653	-4.34823 32.6558 4.05398	-4.22464 18.0196 6.9318	-4.06912 3.30348 8.30664	
-1.0273 33.661 4.80021	-1.43179 36.0269 7.03132	-1.58823 39.5844 7.76395	-1.6717 43.21 8.01854	-1.71563 46.8374 7.77936	-1.66074 56.2757 5.81775	-1.1091 61.228 5.41881	-0.517568 52.9039 5.49384	3.61585 56.4272 7.23998	14.5389 54.8965 10.0117	23.1551 55.1385 10.6851	-2.81471 52.9107 5.46247	-6.94056 56.8507 5.41767	-18.1013 55.7306 7.29463	-26.7017 55.4017 8.11541	2.36762 32.7071 5.21059	2.75947 17.9397 7.28146	3.30382 3.22664 8.58783	-4.34791 32.6547 4.04863	-4.22281 18.0185 6.92642	-4.06787 3.30293 8.30705	
-1.0289 33.6621 4.79521	-1.43358 36.028 7.02626	-1.59089 39.5854 7.75917	-1.67533 43.211 8.01467	-1.7211 46.8384 7.77568	-1.66997 56.2769 5.81507	-1.12272 61.2289 5.40631	-0.525203 52.9056 5.49108	3.61828 56.4178 7.23575	14.529 54.8105 10.0126	23.1483 55.0424 10.6484	-2.82234 52.9114 5.45916	-6.96426 56.8343 5.40238	-18.117 55.6337 7.27678	-26.7189 55.2661 8.06536	2.36605 32.7083 5.20576	2.76125 17.9395 7.26537	3.30451 3.22779 8.58779	-4.34943 32.6557 4.0435	-4.22293 18.0191 6.91952	-4.06843 3.30404 8.30551	
